File name	m013_cohortA_BEEG02_day1.kcd
Result analysis file name	m013_cohortA_BEEG02_day1_2p.raf
Subject	m013_cohortA_01_29_2
Gender	
Age
Memo
Free comment 1	Patient identificati	
Free comment 2	Recording identifica	
Free comment 3	Start time	01/30/2021 13:10:15
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time	Epoch No.	Stage		
1/30/2021 13:50:03	597	W	0	
1/30/2021 13:50:07	598	W	0	
1/30/2021 13:50:11	599	W	0	
1/30/2021 13:50:15	600	W	0	
1/30/2021 13:50:19	601	W	0	
1/30/2021 13:50:23	602	W	0	
1/30/2021 13:50:27	603	W	0	
1/30/2021 13:50:31	604	W	0	
1/30/2021 13:50:35	605	W	0	
1/30/2021 13:50:39	606	W	0	
1/30/2021 13:50:43	607	W	0	
1/30/2021 13:50:47	608	W	0	
1/30/2021 13:50:51	609	W	0	
1/30/2021 13:50:55	610	W	0	
1/30/2021 13:50:59	611	W	0	
1/30/2021 13:51:03	612	W	0	
1/30/2021 13:51:07	613	W	0	
1/30/2021 13:51:11	614	W	0	
1/30/2021 13:51:15	615	W	0	
1/30/2021 13:51:19	616	W	0	
1/30/2021 13:51:23	617	W	0	
1/30/2021 13:51:27	618	W	0	
1/30/2021 13:51:31	619	W	0	
1/30/2021 13:51:35	620	W	0	
1/30/2021 13:51:39	621	W	0	
1/30/2021 13:51:43	622	W	0	
1/30/2021 13:51:47	623	W	0	
1/30/2021 13:51:51	624	W	0	
1/30/2021 13:51:55	625	W	0	
1/30/2021 13:51:59	626	W	0	
1/30/2021 13:52:03	627	W	0	
